158
1	14.429537	1.092217
2	14.056110	1.028571
3	13.559872	0.776983
4	13.234809	0.664141
5	12.939897	0.570948
6	12.704473	0.507455
7	12.500548	0.483713
8	12.325987	0.438942
9	12.136799	0.411128
10	11.998288	0.401534
11	11.847797	0.384772
12	11.716566	0.377026
13	11.566043	0.355278
14	11.454753	0.347215
15	11.332259	0.351677
16	11.224154	0.344001
17	11.100904	0.326321
18	10.984354	0.320819
19	10.876451	0.314304
20	10.780379	0.313840
21	10.697596	0.313170
22	10.603203	0.313648
23	10.483759	0.314414
24	10.409985	0.304970
25	10.315124	0.287413
26	10.214632	0.289880
27	10.136241	0.294108
28	10.064578	0.285040
29	9.967365	0.289258
30	9.881198	0.278131
31	9.798164	0.285845
32	9.726817	0.284877
33	9.645766	0.283976
34	9.568201	0.277119
35	9.492747	0.279687
36	9.397936	0.270295
37	9.334092	0.274297
38	9.259480	0.266587
39	9.181059	0.279876
40	9.108776	0.262613
41	9.039228	0.265447
42	8.954422	0.262866
43	8.912093	0.269868
44	8.824955	0.257187
45	8.765091	0.264137
46	8.691025	0.252435
47	8.608927	0.250594
48	8.535491	0.253309
49	8.491696	0.260979
50	8.379883	0.252570
51	8.358965	0.239617
52	8.275961	0.246086
53	8.204009	0.244456
54	8.125980	0.260669
55	8.083817	0.243729
56	8.006176	0.245799
57	7.944032	0.247605
58	7.880671	0.236180
59	7.825981	0.247017
60	7.746372	0.255388
61	7.690996	0.240181
62	7.616986	0.241736
63	7.535063	0.248067
64	7.478235	0.237934
65	7.433754	0.241516
66	7.365321	0.228056
67	7.304020	0.239964
68	7.259728	0.226960
69	7.189243	0.233139
70	7.112370	0.234994
71	7.060546	0.233545
72	6.997792	0.223279
73	6.948516	0.234370
74	6.873225	0.236009
75	6.806056	0.236351
76	6.772701	0.228144
77	6.681437	0.225900
78	6.631053	0.224291
79	6.567538	0.217680
80	6.506274	0.226739
81	6.447826	0.222555
82	6.379612	0.222826
83	6.338060	0.222829
84	6.276134	0.217455
85	6.200886	0.211546
86	6.164485	0.221050
87	6.081780	0.222124
88	6.038757	0.227521
89	5.975068	0.230225
90	5.895556	0.216018
91	5.826139	0.217681
92	5.794781	0.221289
93	5.722123	0.225427
94	5.638604	0.214384
95	5.593671	0.219348
96	5.523874	0.222709
97	5.465510	0.220250
98	5.410916	0.219884
99	5.359625	0.208756
100	5.284609	0.213435
101	5.238639	0.213723
102	5.171864	0.213523
103	5.098387	0.218815
104	5.049700	0.209293
105	4.954217	0.195809
106	4.906146	0.221259
107	4.861625	0.201555
108	4.772612	0.205420
109	4.723559	0.207356
110	4.662736	0.206246
111	4.584417	0.203721
112	4.516299	0.212548
113	4.469943	0.197702
114	4.390374	0.197600
115	4.333410	0.202469
116	4.251962	0.200802
117	4.202355	0.228666
118	4.138194	0.214255
119	4.054784	0.186252
120	4.001031	0.206974
121	3.917043	0.193396
122	3.849796	0.194908
123	3.805220	0.195830
124	3.713248	0.210234
125	3.636229	0.202265
126	3.576252	0.203941
127	3.485452	0.193436
128	3.424223	0.202134
129	3.332366	0.192454
130	3.268272	0.201638
131	3.191006	0.204179
132	3.115232	0.203986
133	3.036517	0.206987
134	2.951498	0.208372
135	2.864621	0.209080
136	2.777016	0.208613
137	2.687407	0.211704
138	2.598549	0.218519
139	2.504505	0.220208
140	2.402312	0.228780
141	2.301749	0.229146
142	2.201750	0.241513
143	2.080609	0.244423
144	1.977556	0.248644
145	1.850316	0.261264
146	1.727136	0.266033
147	1.601506	0.276963
148	1.472836	0.270955
149	1.348785	0.274949
150	1.227173	0.255057
151	1.123049	0.239791
152	1.018153	0.223466
153	0.936241	0.200172
154	0.841994	0.164963
155	0.783806	0.153118
156	0.728179	0.134230
157	0.688734	0.126250
158	0.632214	0.093591
