iDigi, layerId, moduleId, iSector, secCol, secRow, digiAddress
213819,3,1,1,69,10,1158971701
213884,3,1,1,69,11,1159102773
214096,3,1,1,70,0,1174438197
214792,3,1,1,70,1,1174569269
215339,3,1,1,70,2,1174700341
215703,3,1,1,70,3,1174831413
216021,3,1,1,70,4,1174962485
216181,3,1,1,70,5,1175093557
216336,3,1,1,70,6,1175224629
216490,3,1,1,70,7,1175355701
216857,3,1,1,70,10,1175748917
216924,3,1,1,70,11,1175879989
217129,3,1,1,71,0,1191215413
217833,3,1,1,71,1,1191346485
218377,3,1,1,71,2,1191477557
218739,3,1,1,71,3,1191608629
219055,3,1,1,71,4,1191739701
219211,3,1,1,71,5,1191870773
219364,3,1,1,71,6,1192001845
219519,3,1,1,71,7,1192132917
219886,3,1,1,71,10,1192526133
219954,3,1,1,71,11,1192657205
220156,3,1,1,72,0,1207992629
220848,3,1,1,72,1,1208123701
221396,3,1,1,72,2,1208254773
221760,3,1,1,72,3,1208385845
222076,3,1,1,72,4,1208516917
222234,3,1,1,72,5,1208647989
222391,3,1,1,72,6,1208779061
222546,3,1,1,72,7,1208910133
223149,3,1,1,73,0,1224769845
223808,3,1,1,73,1,1224900917
