iDigi, layerId, moduleId, iSector, secCol, secRow, digiAddress
146682,3,1,1,48,11,806781237
146904,3,1,1,49,0,822116661
147592,3,1,1,49,1,822247733
148133,3,1,1,49,2,822378805
149927,3,1,1,50,0,838893877
150600,3,1,1,50,1,839024949
151126,3,1,1,50,2,839156021
152901,3,1,1,51,0,855671093
153578,3,1,1,51,1,855802165
154112,3,1,1,51,2,855933237
154455,3,1,1,51,3,856064309
154753,3,1,1,51,4,856195381
154914,3,1,1,51,5,856326453
155077,3,1,1,51,6,856457525
155228,3,1,1,51,7,856588597
155361,3,1,1,51,8,856719669
155472,3,1,1,51,9,856850741
155573,3,1,1,51,10,856981813
155644,3,1,1,51,11,857112885
155860,3,1,1,52,0,872448309
156537,3,1,1,52,1,872579381
157069,3,1,1,52,2,872710453
157420,3,1,1,52,3,872841525
157728,3,1,1,52,4,872972597
157896,3,1,1,52,5,873103669
158064,3,1,1,52,6,873234741
158215,3,1,1,52,7,873365813
158347,3,1,1,52,8,873496885
158457,3,1,1,52,9,873627957
158559,3,1,1,52,10,873759029
158629,3,1,1,52,11,873890101
158844,3,1,1,53,0,889225525
159508,3,1,1,53,1,889356597
160034,3,1,1,53,2,889487669
160386,3,1,1,53,3,889618741
160690,3,1,1,53,4,889749813
160849,3,1,1,53,5,889880885
161004,3,1,1,53,6,890011957
161154,3,1,1,53,7,890143029
161280,3,1,1,53,8,890274101
161388,3,1,1,53,9,890405173
161488,3,1,1,53,10,890536245
161557,3,1,1,53,11,890667317
161777,3,1,1,54,0,906002741
162453,3,1,1,54,1,906133813
162989,3,1,1,54,2,906264885
163355,3,1,1,54,3,906395957
163663,3,1,1,54,4,906527029
163825,3,1,1,54,5,906658101
163984,3,1,1,54,6,906789173
164139,3,1,1,54,7,906920245
164269,3,1,1,54,8,907051317
164382,3,1,1,54,9,907182389
164482,3,1,1,54,10,907313461
164554,3,1,1,54,11,907444533
164771,3,1,1,55,0,922779957
165466,3,1,1,55,1,922911029
166014,3,1,1,55,2,923042101
166384,3,1,1,55,3,923173173
166693,3,1,1,55,4,923304245
166854,3,1,1,55,5,923435317
167014,3,1,1,55,6,923566389
167172,3,1,1,55,7,923697461
167305,3,1,1,55,8,923828533
167417,3,1,1,55,9,923959605
167516,3,1,1,55,10,924090677
167587,3,1,1,55,11,924221749
167790,3,1,1,56,0,939557173
168489,3,1,1,56,1,939688245
169052,3,1,1,56,2,939819317
169437,3,1,1,56,3,939950389
169762,3,1,1,56,4,940081461
169926,3,1,1,56,5,940212533
170086,3,1,1,56,6,940343605
170246,3,1,1,56,7,940474677
170378,3,1,1,56,8,940605749
170491,3,1,1,56,9,940736821
170593,3,1,1,56,10,940867893
170664,3,1,1,56,11,940998965
170868,3,1,1,57,0,956334389
171552,3,1,1,57,1,956465461
172103,3,1,1,57,2,956596533
172485,3,1,1,57,3,956727605
172804,3,1,1,57,4,956858677
172963,3,1,1,57,5,956989749
173119,3,1,1,57,6,957120821
173279,3,1,1,57,7,957251893
173415,3,1,1,57,8,957382965
173529,3,1,1,57,9,957514037
173627,3,1,1,57,10,957645109
173695,3,1,1,57,11,957776181
176664,3,1,1,58,11,974553397
179709,3,1,1,59,11,991330613
180658,3,1,1,60,1,1006797109
181240,3,1,1,60,2,1006928181
181636,3,1,1,60,3,1007059253
181967,3,1,1,60,4,1007190325
182123,3,1,1,60,5,1007321397
182274,3,1,1,60,6,1007452469
182425,3,1,1,60,7,1007583541
182822,3,1,1,60,11,1008107829
183760,3,1,1,61,1,1023574325
184325,3,1,1,61,2,1023705397
184707,3,1,1,61,3,1023836469
185023,3,1,1,61,4,1023967541
185167,3,1,1,61,5,1024098613
185306,3,1,1,61,6,1024229685
185442,3,1,1,61,7,1024360757
185560,3,1,1,61,8,1024491829
185662,3,1,1,61,9,1024622901
185749,3,1,1,61,10,1024753973
185808,3,1,1,61,11,1024885045
186717,3,1,1,62,1,1040351541
187277,3,1,1,62,2,1040482613
187661,3,1,1,62,3,1040613685
187984,3,1,1,62,4,1040744757
188140,3,1,1,62,5,1040875829
188288,3,1,1,62,6,1041006901
188436,3,1,1,62,7,1041137973
188560,3,1,1,62,8,1041269045
188667,3,1,1,62,9,1041400117
188755,3,1,1,62,10,1041531189
188817,3,1,1,62,11,1041662261
189718,3,1,1,63,1,1057128757
190270,3,1,1,63,2,1057259829
190655,3,1,1,63,3,1057390901
190985,3,1,1,63,4,1057521973
191141,3,1,1,63,5,1057653045
191295,3,1,1,63,6,1057784117
191451,3,1,1,63,7,1057915189
191582,3,1,1,63,8,1058046261
191698,3,1,1,63,9,1058177333
191794,3,1,1,63,10,1058308405
191857,3,1,1,63,11,1058439477
192743,3,1,1,64,1,1073905973
193296,3,1,1,64,2,1074037045
193673,3,1,1,64,3,1074168117
194003,3,1,1,64,4,1074299189
194157,3,1,1,64,5,1074430261
194312,3,1,1,64,6,1074561333
194467,3,1,1,64,7,1074692405
194596,3,1,1,64,8,1074823477
194716,3,1,1,64,9,1074954549
194813,3,1,1,64,10,1075085621
194878,3,1,1,64,11,1075216693
195758,3,1,1,65,1,1090683189
196312,3,1,1,65,2,1090814261
196691,3,1,1,65,3,1090945333
197032,3,1,1,65,4,1091076405
197194,3,1,1,65,5,1091207477
197361,3,1,1,65,6,1091338549
197530,3,1,1,65,7,1091469621
197669,3,1,1,65,8,1091600693
197797,3,1,1,65,9,1091731765
197900,3,1,1,65,10,1091862837
197968,3,1,1,65,11,1091993909
198834,3,1,1,66,1,1107460405
199375,3,1,1,66,2,1107591477
199743,3,1,1,66,3,1107722549
200069,3,1,1,66,4,1107853621
200224,3,1,1,66,5,1107984693
200388,3,1,1,66,6,1108115765
200554,3,1,1,66,7,1108246837
200693,3,1,1,66,8,1108377909
200820,3,1,1,66,9,1108508981
200925,3,1,1,66,10,1108640053
200998,3,1,1,66,11,1108771125
203240,3,1,1,67,5,1124761909
203404,3,1,1,67,6,1124892981
203572,3,1,1,67,7,1125024053
203712,3,1,1,67,8,1125155125
203837,3,1,1,67,9,1125286197
203943,3,1,1,67,10,1125417269
204016,3,1,1,67,11,1125548341
206267,3,1,1,68,5,1141539125
206433,3,1,1,68,6,1141670197
206598,3,1,1,68,7,1141801269
206738,3,1,1,68,8,1141932341
206863,3,1,1,68,9,1142063413
206968,3,1,1,68,10,1142194485
207042,3,1,1,68,11,1142325557
209285,3,1,1,69,5,1158316341
209449,3,1,1,69,6,1158447413
209617,3,1,1,69,7,1158578485
209761,3,1,1,69,8,1158709557
209882,3,1,1,69,9,1158840629
209984,3,1,1,69,10,1158971701
210056,3,1,1,69,11,1159102773
212337,3,1,1,70,5,1175093557
212500,3,1,1,70,6,1175224629
212661,3,1,1,70,7,1175355701
212801,3,1,1,70,8,1175486773
212919,3,1,1,70,9,1175617845
213020,3,1,1,70,10,1175748917
213092,3,1,1,70,11,1175879989
213300,3,1,1,71,0,1191215413
213990,3,1,1,71,1,1191346485
214547,3,1,1,71,2,1191477557
215392,3,1,1,71,5,1191870773
215550,3,1,1,71,6,1192001845
215709,3,1,1,71,7,1192132917
215843,3,1,1,71,8,1192263989
215958,3,1,1,71,9,1192395061
216058,3,1,1,71,10,1192526133
216130,3,1,1,71,11,1192657205
216346,3,1,1,72,0,1207992629
217051,3,1,1,72,1,1208123701
217618,3,1,1,72,2,1208254773
218465,3,1,1,72,5,1208647989
218627,3,1,1,72,6,1208779061
218786,3,1,1,72,7,1208910133
