0;Delta(1620)-;1112;2;1;1.62;0;1;-1;0;0;0;0.15;1.07913;(npi-)
0;Delta(1620)0;1212;2;1;1.62;0;1;0;0;0;0;0.15;1.07454;(npi0)
0;Delta(1620)+;2122;2;1;1.62;0;1;1;0;0;0;0.15;1.07325;(ppi0)
0;omega(1650);30223;3;-1;1.649;0;0;0;0;0;0;0.22;0.90608;(rho0pi0)
0;N(1650)0;32112;2;1;1.65;0;1;0;0;0;0;0.15;1.07454;(npi0)
0;N(1650)+;32212;2;1;1.65;0;1;1;0;0;0;0.15;1.07325;(ppi0)
0;Sigma(1660)+;13222;2;1;1.66;-1;1;1;0;1;0;0.1;1.25525;(Lambdapi+)
0;Sigma(1660)0;13212;2;1;1.66;-1;1;0;0;1;0;0.1;1.25066;(Lambdapi0)
0;Sigma(1660)-;13112;2;1;1.66;-1;1;-1;0;1;0;0.1;1.25525;(Lambdapi-)
0;omega3(1670);227;7;-1;1.667;0;0;0;0;0;0;0.168;0.90608;(rho0pi0)
0;pi2(1670)0;10115;5;-1;1.67;0;0;0;0;0;0;0.259;0.41412;(pi+pi-pi0)
0;pi2(1670)+;10215;5;-1;1.67;0;0;1;0;0;0;0.259;0.40953;(pi+pi0pi0)
0;Lambda(1670);33122;2;1;1.67;-1;1;0;0;1;0;0.035;1.32762;(Sigma0pi0)
0;Sigma(1670)-;13114;4;1;1.67;-1;1;-1;0;1;0;0.06;1.25525;(Lambdapi-)
0;Sigma(1670)0;13214;4;1;1.67;-1;1;0;0;1;0;0.06;1.25066;(Lambdapi0)
0;Sigma(1670)+;13224;4;1;1.67;-1;1;1;0;1;0;0.06;1.25525;(Lambdapi+)
1;Omega;3334;4;1;1.67245;-3;1;-1;0;3;0;0;0;(Ksi0pi-)
0;N(1675)0;2116;6;1;1.675;0;1;0;0;0;0;0.15;1.07454;(npi0)
0;N(1675)+;2216;6;1;1.675;0;1;1;0;0;0;0.15;1.07325;(ppi0)
0;phi(1680);100333;3;-1;1.68;0;0;0;0;0;0;0.15;0.98735;(K+K-)
0;N(1680)+;12216;6;1;1.68;0;1;1;0;0;0;0.13;1.07325;(ppi0)
0;N(1680)0;12116;6;1;1.68;0;1;0;0;0;0;0.13;1.07454;(npi0)
0;Lambda(1690);13124;4;1;1.69;-1;1;0;0;1;0;0.06;1.32762;(Sigma0pi0)
0;Ksi(1690)-;23314;4;1;1.69;-2;1;-1;0;2;0;0.03;1.4544;(Ksi0pi-)
0;Ksi(1690)0;23324;4;1;1.69;-2;1;0;0;2;0;0.03;1.44981;(Ksi0pi0)
0;rho3(1690)0;117;7;-1;1.691;0;0;0;0;0;0;0.161;0.27914;(pi+pi-)
0;rho3(1690)+;217;7;-1;1.691;0;0;1;0;0;0;0.161;0.27455;(pi+pi0)
0;Delta(1700)++;12224;4;1;1.7;0;1;2;0;0;0;0.3;1.07784;(ppi+)
0;Delta(1700)+;12214;4;1;1.7;0;1;1;0;0;0;0.3;1.07325;(ppi0)
0;Delta(1700)-;11114;4;1;1.7;0;1;-1;0;0;0;0.3;1.07913;(npi-)
0;rho(1700)+;30213;3;-1;1.7;0;0;1;0;0;0;0.24;0.27455;(pi+pi0)
0;Delta(1700)0;12114;4;1;1.7;0;1;0;0;0;0;0.3;1.07454;(npi0)
0;rho(1700)0;30113;3;-1;1.7;0;0;0;0;0;0;0.24;0.27914;(pi+pi-)
0;N(1700)+;22124;4;1;1.7;0;1;1;0;0;0;0.1;1.07325;(ppi0)
0;N(1700)0;21214;4;1;1.7;0;1;0;0;0;0;0.1;1.07454;(npi0)
0;N(1710)+;42212;2;1;1.71;0;1;1;0;0;0;0.1;1.07325;(ppi0)
0;N(1710)0;42112;2;1;1.71;0;1;0;0;0;0;0.1;1.07454;(npi0)
0;f0(1710);10331;1;-1;1.713;0;0;0;0;0;0;0.125;0.26996;(2pi0)
0;Kstar(1680)+;30323;3;-1;1.717;1;0;1;0;1;0;0.322;0.62866;(K+pi0)
0;Kstar(1680)0;30313;3;-1;1.717;1;0;0;0;1;0;0.322;0.63265;(K0pi0)
0;N(1720)+;32124;4;1;1.72;0;1;1;0;0;0;0.15;1.07325;(ppi0)
0;N(1720)0;31214;4;1;1.72;0;1;0;0;0;0;0.15;1.07454;(npi0)
0;Sigma(1750)0;23212;2;1;1.75;-1;1;0;0;1;0;0.09;1.25066;(Lambdapi0)
0;Sigma(1750)+;23222;2;1;1.75;-1;1;1;0;1;0;0.09;1.25525;(Lambdapi+)
0;Sigma(1750)-;23112;2;1;1.75;-1;1;-1;0;1;0;0.09;1.25525;(Lambdapi-)
0;K2(1770)0;10315;5;-1;1.773;1;0;0;0;1;0;0.186;0.76763;(K*(892)0pi0)
0;K2(1770)+;10325;5;-1;1.773;1;0;1;0;1;0;0.186;0.76364;(K*(892)+pi0)
0;Sigma(1775)0;3216;6;1;1.775;-1;1;0;0;1;0;0.12;1.25066;(Lambdapi0)
0;Sigma(1775)-;3116;6;1;1.775;-1;1;-1;0;1;0;0.12;1.25525;(Lambdapi-)
0;Sigma(1775)+;3226;6;1;1.775;-1;1;1;0;1;0;0.12;1.25525;(Lambdapi+)
0;K3star(1780)0;317;7;-1;1.776;1;0;0;0;1;0;0.159;0.63265;(K0pi0)
0;K3star(1780)+;327;7;-1;1.776;1;0;1;0;1;0;0.159;0.62866;(K+pi0)
0;Lambda(1800);43122;2;1;1.8;-1;1;0;0;1;0;0.3;1.32762;(Sigma0pi0)
0;pi(1800)+;200211;1;-1;1.801;0;0;1;0;0;0;0.21;0.41871;(pi+pi-pi+)
0;pi(1800)0;200111;1;-1;1.801;0;0;0;0;0;0;0.21;0.41412;(pi+pi-pi0)
0;Lambda(1810);53122;2;1;1.81;-1;1;0;0;1;0;0.15;1.32762;(Sigma0pi0)
0;K2(1820)0;20315;5;-1;1.816;1;0;0;0;1;0;0.276;0.76763;(K*(892)0pi0)
0;K2(1820)+;20325;5;-1;1.816;1;0;1;0;1;0;0.276;0.76364;(K*(892)+pi0)
0;Lambda(1820);3126;6;1;1.82;-1;1;0;0;1;0;0.08;1.32762;(Sigma0pi0)
0;Ksi(1820)-;13314;4;1;1.823;-2;1;-1;0;2;0;0.024;1.4544;(Ksi0pi-)
0;Ksi(1820)0;13324;4;1;1.823;-2;1;0;0;2;0;0.024;1.44981;(Ksi0pi0)
0;Lambda(1830);13126;6;1;1.83;-1;1;0;0;1;0;0.095;1.32762;(Sigma0pi0)
0;phi3(1850);337;7;-1;1.854;0;0;0;0;0;0;0.087;0.98735;(K+K-)
0;Lambda(1890);23124;4;1;1.89;-1;1;0;0;1;0;0.1;1.32762;(Sigma0pi0)
0;Delta(1905)-;1116;6;1;1.905;0;1;-1;0;0;0;0.35;1.07913;(npi-)
0;Delta(1905)++;2226;6;1;1.905;0;1;2;0;0;0;0.35;1.07784;(ppi+)
0;Delta(1905)+;2126;6;1;1.905;0;1;1;0;0;0;0.35;1.07325;(ppi0)
0;Delta(1905)0;1216;6;1;1.905;0;1;0;0;0;0;0.35;1.07454;(npi0)
0;Delta(1910)-;21112;2;1;1.91;0;1;-1;0;0;0;0.25;1.07913;(npi-)
0;Delta(1910)0;21212;2;1;1.91;0;1;0;0;0;0;0.25;1.07454;(npi0)
0;Delta(1910)+;22122;2;1;1.91;0;1;1;0;0;0;0.25;1.07325;(ppi0)
0;Delta(1910)++;22222;2;1;1.91;0;1;2;0;0;0;0.25;1.07784;(ppi+)
0;Sigma(1915)-;13116;6;1;1.915;-1;1;-1;0;1;0;0.12;1.25525;(Lambdapi-)
0;Sigma(1915)+;13226;6;1;1.915;-1;1;1;0;1;0;0.12;1.25525;(Lambdapi+)
0;Sigma(1915)0;13216;6;1;1.915;-1;1;0;0;1;0;0.12;1.25066;(Lambdapi0)
0;Delta(1920)0;22114;4;1;1.92;0;1;0;0;0;0;0.2;1.07454;(npi0)
0;Delta(1920)+;22214;4;1;1.92;0;1;1;0;0;0;0.2;1.07325;(ppi0)
0;Delta(1920)-;21114;4;1;1.92;0;1;-1;0;0;0;0.2;1.07913;(npi-)
0;Delta(1920)++;22224;4;1;1.92;0;1;2;0;0;0;0.2;1.07784;(ppi+)
0;Delta(1930)++;12226;6;1;1.93;0;1;2;0;0;0;0.35;1.07784;(ppi+)
0;Delta(1930)0;11216;6;1;1.93;0;1;0;0;0;0;0.35;1.07454;(npi0)
0;Delta(1930)-;11116;6;1;1.93;0;1;-1;0;0;0;0.35;1.07913;(npi-)
0;Delta(1930)+;12126;6;1;1.93;0;1;1;0;0;0;0.35;1.07325;(ppi0)
0;Sigma(1940)+;23224;4;1;1.94;-1;1;1;0;1;0;0.22;1.25525;(Lambdapi+)
0;Sigma(1940)-;23114;4;1;1.94;-1;1;-1;0;1;0;0.22;1.25525;(Lambdapi-)
0;Sigma(1940)0;23214;4;1;1.94;-1;1;0;0;1;0;0.22;1.25066;(Lambdapi0)
0;Ksi(1950)-;33314;4;1;1.95;-2;1;-1;0;2;0;0.06;1.4544;(Ksi0pi-)
0;Delta(1950)++;2228;8;1;1.95;0;1;2;0;0;0;0.3;1.07784;(ppi+)
0;Ksi(1950)0;33324;4;1;1.95;-2;1;0;0;2;0;0.06;1.44981;(Ksi0pi0)
0;Delta(1950)-;1118;8;1;1.95;0;1;-1;0;0;0;0.3;1.07913;(npi-)
0;Delta(1950)+;2218;8;1;1.95;0;1;1;0;0;0;0.3;1.07325;(ppi0)
0;Delta(1950)0;2118;8;1;1.95;0;1;0;0;0;0;0.3;1.07454;(npi0)
0;a4(2040)+;219;9;-1;2.011;0;0;1;0;0;0;0.36;0.99135;(K+K0-bar)???
0;a4(2040)0;119;9;-1;2.011;0;0;0;0;0;0;0.36;0.41412;(pi+pi-pi0)
0;f2(2010);100335;5;-1;2.011;0;0;0;0;0;0;0.202;1.9747;(2K+K-)
0;f4(2050);229;9;-1;2.025;0;0;0;0;0;0;0.194;0.26996;(2pi0)
0;Ksi(2030)-;43314;6;1;2.025;-2;1;-1;0;2;0;0.02;1.4544;(Ksi0pi-)
0;Ksi(2030)0;43324;6;1;2.025;-2;1;0;0;2;0;0.02;1.44981;(Ksi0pi0)
0;Sigma(2030)+;3228;8;1;2.03;-1;1;1;0;1;0;0.18;1.25525;(Lambdapi+)
0;Sigma(2030)0;3218;8;1;2.03;-1;1;0;0;1;0;0.18;1.25066;(Lambdapi0)
0;Sigma(2030)-;3118;8;1;2.03;-1;1;-1;0;1;0;0.18;1.25525;(Lambdapi-)
0;K4star(2045)+;329;9;-1;2.045;1;0;1;0;1;0;0.198;0.62866;(K+pi0)
0;K4star(2045)0;319;9;-1;2.045;1;0;0;0;1;0;0.198;0.63265;(K0pi0)
0;Lambda(2100);3128;8;1;2.1;-1;1;0;0;1;0;0.2;1.32762;(Sigma0pi0)
0;Lambda(2110);23126;6;1;2.11;-1;1;0;0;1;0;0.2;1.32762;(Sigma0pi0)
0;N(2190)0;1218;8;1;2.19;0;1;0;0;0;0;0.45;1.07454;(npi0)
0;N(2190)+;2128;8;1;2.19;0;1;1;0;0;0;0.45;1.07325;(ppi0)
0;N(2220)+;91;10;1;2.22;0;1;1;0;0;0;0.4;1.07325;(ppi0)
0;N(2220)0;92;10;1;2.22;0;1;0;0;0;0;0.4;1.07454;(npi0)
0;N(2250)+;93;10;1;2.25;0;1;1;0;0;0;0.4;1.07325;(ppi0)
0;N(2250)0;94;10;1;2.25;0;1;0;0;0;0;0.4;1.07454;(npi0)
0;f2(2300);9060225;5;-1;2.297;0;0;0;0;0;0;0.149;1.9747;(2K+K-)
0;f2(2340);9070225;5;-1;2.339;0;0;0;0;0;0;0.319;1.9747;(2K+K-)
0;Lambda(2350);911;10;1;2.35;-1;1;0;0;1;0;0.15;1.32762;(Sigma0pi0)
0;Delta(2420)++;97;12;1;2.42;0;1;2;0;0;0;0.4;1.07784;(ppi+)
0;Delta(2420)0;99;12;1;2.42;0;1;0;0;0;0;0.4;1.07454;(npi0)
0;Delta(2420)-;910;12;1;2.42;0;1;-1;0;0;0;0.4;1.07913;(npi-)
0;Delta(2420)+;98;12;1;2.42;0;1;1;0;0;0;0.4;1.07325;(ppi0)
0;N(2600)0;96;12;1;2.6;0;1;0;0;0;0;0.65;1.07454;(npi0)
0;N(2600)+;95;12;1;2.6;0;1;1;0;0;0;0.65;1.07325;(ppi0)
