0.05	0.025
0.075	2.0125	0
0.075	2.0375	0
0.075	2.0625	0
0.075	2.0875	0
0.075	2.1125	0
0.075	2.1375	0
0.075	2.1625	0
0.075	2.1875	0
0.075	2.2125	0
0.075	2.2375	0
0.075	2.2625	0
0.075	2.2875	0
0.075	2.3125	0
0.075	2.3375	0
0.075	2.3625	0
0.075	2.3875	0
0.075	2.4125	0
0.075	2.4375	0
0.075	2.4625	0
0.075	2.4875	0
0.125	-0.0125	0
0.125	0.0125	0
0.125	0.0375	0
0.125	0.0625	0
0.125	0.0875	0
0.125	0.1125	0.00132
0.125	0.1375	0.02864
0.125	0.1625	0.04428
0.125	0.1875	0.00776
0.125	0.2125	0.00012
0.125	0.2375	0.00012
0.125	0.2625	4e-05
0.125	0.2875	0.00012
0.125	0.3125	4e-05
0.125	0.3375	0
0.125	0.3625	0
0.125	0.3875	4e-05
0.125	0.4125	0
0.125	0.4375	4e-05
0.125	0.4625	0
0.125	0.4875	0
0.125	0.5125	0
0.125	0.5375	0
0.125	0.5625	0
0.125	0.5875	0
0.125	0.6125	0
0.125	0.6375	0
0.125	0.6625	0
0.125	0.6875	0
0.125	0.7125	0
0.125	0.7375	0
0.125	0.7625	0
0.125	0.7875	0
0.125	0.8125	0
0.125	0.8375	0
0.125	0.8625	0
0.125	0.8875	0
0.125	0.9125	0
0.125	0.9375	0
0.125	0.9625	0
0.125	0.9875	0
0.125	1.0125	0
0.125	1.0375	0
0.125	1.0625	0
0.125	1.0875	0
0.125	1.1125	0
0.125	1.1375	0
0.125	1.1625	0
0.125	1.1875	0
0.125	1.2125	0
0.125	1.2375	0
0.125	1.2625	0
0.125	1.2875	0
0.125	1.3125	0
0.125	1.3375	0
0.125	1.3625	0
0.125	1.3875	0
0.125	1.4125	0
0.125	1.4375	0
0.125	1.4625	0
0.125	1.4875	0
0.125	1.5125	0
0.125	1.5375	0
0.125	1.5625	0
0.125	1.5875	0
0.125	1.6125	0
0.125	1.6375	0
0.125	1.6625	0
0.125	1.6875	0
0.125	1.7125	0
0.125	1.7375	0
0.125	1.7625	0
0.125	1.7875	0
0.125	1.8125	0
0.125	1.8375	0
0.125	1.8625	0
0.125	1.8875	0
0.125	1.9125	0
0.125	1.9375	0
0.125	1.9625	0
0.125	1.9875	0
0.125	2.0125	0
0.125	2.0375	0
0.125	2.0625	0
0.125	2.0875	0
0.125	2.1125	0
0.125	2.1375	0
0.125	2.1625	0
0.125	2.1875	0
0.125	2.2125	0
0.125	2.2375	0
0.125	2.2625	0
0.125	2.2875	0
0.125	2.3125	0
0.125	2.3375	0
0.125	2.3625	0
0.125	2.3875	0
0.125	2.4125	0
0.125	2.4375	0
0.125	2.4625	0
0.125	2.4875	0
0.175	-0.0125	0
0.175	0.0125	0
0.175	0.0375	0
0.175	0.0625	0
0.175	0.0875	0.0012
0.175	0.1125	0.01596
0.175	0.1375	0.06832
0.175	0.1625	0.07388
0.175	0.1875	0.04056
0.175	0.2125	0.00084
0.175	0.2375	8e-05
0.175	0.2625	0.0002
0.175	0.2875	8e-05
0.175	0.3125	0
0.175	0.3375	4e-05
0.175	0.3625	0
0.175	0.3875	4e-05
0.175	0.4125	0
0.175	0.4375	8e-05
0.175	0.4625	4e-05
0.175	0.4875	0
0.175	0.5125	0
0.175	0.5375	0
0.175	0.5625	0
0.175	0.5875	0
0.175	0.6125	0
0.175	0.6375	0
0.175	0.6625	0
0.175	0.6875	0
0.175	0.7125	0
0.175	0.7375	0
0.175	0.7625	0
0.175	0.7875	0
0.175	0.8125	0
0.175	0.8375	0
0.175	0.8625	0
0.175	0.8875	0
0.175	0.9125	4e-05
0.175	0.9375	0
0.175	0.9625	0
0.175	0.9875	0
0.175	1.0125	0
0.175	1.0375	0
0.175	1.0625	0
0.175	1.0875	0
0.175	1.1125	0
0.175	1.1375	0
0.175	1.1625	0
0.175	1.1875	0
0.175	1.2125	0
0.175	1.2375	0
0.175	1.2625	0
0.175	1.2875	0
0.175	1.3125	4e-05
0.175	1.3375	0
0.175	1.3625	0
0.175	1.3875	0
0.175	1.4125	0
0.175	1.4375	0
0.175	1.4625	0
0.175	1.4875	0
0.175	1.5125	0
0.175	1.5375	0
0.175	1.5625	0
0.175	1.5875	0
0.175	1.6125	0
0.175	1.6375	0
0.175	1.6625	0
0.175	1.6875	0
0.175	1.7125	0
0.175	1.7375	0
0.175	1.7625	0
0.175	1.7875	0
0.175	1.8125	0
0.175	1.8375	0
0.175	1.8625	0
0.175	1.8875	0
0.175	1.9125	0
0.175	1.9375	0
0.175	1.9625	0
0.175	1.9875	0
0.175	2.0125	0
0.175	2.0375	0
0.175	2.0625	0
0.175	2.0875	0
0.175	2.1125	0
0.175	2.1375	0
0.175	2.1625	0
0.175	2.1875	0
0.175	2.2125	0
0.175	2.2375	0
0.175	2.2625	0
0.175	2.2875	0
0.175	2.3125	0
0.175	2.3375	0
0.175	2.3625	0
0.175	2.3875	0
0.175	2.4125	0
0.175	2.4375	0
0.175	2.4625	0
0.175	2.4875	0
0.225	-0.0125	0
0.225	0.0125	0
0.225	0.0375	0
0.225	0.0625	0.00196
0.225	0.0875	0.03312
0.225	0.1125	0.07264
0.225	0.1375	0.1042
0.225	0.1625	0.09988
0.225	0.1875	0.08464
0.225	0.2125	0.02368
0.225	0.2375	4e-05
0.225	0.2625	0.00012
0.225	0.2875	0
0.225	0.3125	4e-05
0.225	0.3375	0
0.225	0.3625	4e-05
0.225	0.3875	4e-05
0.225	0.4125	4e-05
0.225	0.4375	0
0.225	0.4625	0
0.225	0.4875	0
0.225	0.5125	4e-05
0.225	0.5375	4e-05
0.225	0.5625	4e-05
0.225	0.5875	0
0.225	0.6125	0
0.225	0.6375	0
0.225	0.6625	0
0.225	0.6875	0
0.225	0.7125	0
0.225	0.7375	0
0.225	0.7625	0
0.225	0.7875	0
0.225	0.8125	0
0.225	0.8375	0
0.225	0.8625	0
0.225	0.8875	0
0.225	0.9125	0
0.225	0.9375	0
0.225	0.9625	0
0.225	0.9875	0
0.225	1.0125	0
0.225	1.0375	0
0.225	1.0625	0
0.225	1.0875	0
0.225	1.1125	0
0.225	1.1375	0
0.225	1.1625	0
0.225	1.1875	0
0.225	1.2125	0
0.225	1.2375	0
0.225	1.2625	0
0.225	1.2875	0
0.225	1.3125	0
0.225	1.3375	0
0.225	1.3625	0
0.225	1.3875	0
0.225	1.4125	0
0.225	1.4375	0
0.225	1.4625	0
0.225	1.4875	0
0.225	1.5125	0
0.225	1.5375	0
0.225	1.5625	0
0.225	1.5875	0
0.225	1.6125	0
0.225	1.6375	0
0.225	1.6625	0
0.225	1.6875	0
0.225	1.7125	0
0.225	1.7375	0
0.225	1.7625	0
0.225	1.7875	0
0.225	1.8125	0
0.225	1.8375	0
0.225	1.8625	0
0.225	1.8875	0
0.225	1.9125	0
0.225	1.9375	0
0.225	1.9625	0
0.225	1.9875	0
0.225	2.0125	0
0.225	2.0375	0
0.225	2.0625	0
0.225	2.0875	0
0.225	2.1125	0
0.225	2.1375	0
0.225	2.1625	0
0.225	2.1875	0
0.225	2.2125	0
0.225	2.2375	0
0.225	2.2625	0
0.225	2.2875	0
0.225	2.3125	0
0.225	2.3375	0
0.225	2.3625	0
0.225	2.3875	0
0.225	2.4125	0
0.225	2.4375	0
0.225	2.4625	0
0.225	2.4875	0
0.275	-0.0125	0
0.275	0.0125	0.00012
0.275	0.0375	0.0036
0.275	0.0625	0.04716
0.275	0.0875	0.10788
0.275	0.1125	0.1346
0.275	0.1375	0.1298
0.275	0.1625	0.1238
0.275	0.1875	0.11524
0.275	0.2125	0.08232
0.275	0.2375	0.00928
0.275	0.2625	0.00024
0.275	0.2875	0
0.275	0.3125	4e-05
0.275	0.3375	4e-05
0.275	0.3625	4e-05
0.275	0.3875	0
0.275	0.4125	0.00012
0.275	0.4375	0
0.275	0.4625	0
0.275	0.4875	0
0.275	0.5125	4e-05
0.275	0.5375	4e-05
0.275	0.5625	4e-05
0.275	0.5875	0
0.275	0.6125	0
0.275	0.6375	0
0.275	0.6625	4e-05
0.275	0.6875	0
0.275	0.7125	0
0.275	0.7375	0
0.275	0.7625	0
0.275	0.7875	0
0.275	0.8125	0
0.275	0.8375	0
0.275	0.8625	0
0.275	0.8875	0
0.275	0.9125	0
0.275	0.9375	0
0.275	0.9625	0
0.275	0.9875	0
0.275	1.0125	0
0.275	1.0375	0
0.275	1.0625	0
0.275	1.0875	0
0.275	1.1125	0
0.275	1.1375	0
0.275	1.1625	0
0.275	1.1875	0
0.275	1.2125	0
0.275	1.2375	0
0.275	1.2625	0
0.275	1.2875	0
0.275	1.3125	0
0.275	1.3375	0
0.275	1.3625	0
0.275	1.3875	0
0.275	1.4125	0
0.275	1.4375	0
0.275	1.4625	0
0.275	1.4875	0
0.275	1.5125	4e-05
0.275	1.5375	0
0.275	1.5625	0
0.275	1.5875	0
0.275	1.6125	0
0.275	1.6375	0
0.275	1.6625	0
0.275	1.6875	0
0.275	1.7125	0
0.275	1.7375	0
0.275	1.7625	0
0.275	1.7875	0
0.275	1.8125	0
0.275	1.8375	0
0.275	1.8625	0
0.275	1.8875	0
0.275	1.9125	0
0.275	1.9375	0
0.275	1.9625	0
0.275	1.9875	0
0.275	2.0125	0
0.275	2.0375	0
0.275	2.0625	0
0.275	2.0875	0
0.275	2.1125	0
0.275	2.1375	0
0.275	2.1625	4e-05
0.275	2.1875	0
0.275	2.2125	0
0.275	2.2375	0
0.275	2.2625	0
0.275	2.2875	0
0.275	2.3125	0
0.275	2.3375	0
0.275	2.3625	0
0.275	2.3875	0
0.275	2.4125	0
0.275	2.4375	0
0.275	2.4625	0
0.275	2.4875	0
0.325	-0.0125	0
0.325	0.0125	0.014
0.325	0.0375	0.07772
0.325	0.0625	0.13988
0.325	0.0875	0.1712
0.325	0.1125	0.17688
0.325	0.1375	0.15844
0.325	0.1625	0.14972
0.325	0.1875	0.13456
0.325	0.2125	0.1188
0.325	0.2375	0.06536
0.325	0.2625	0.00252
0.325	0.2875	8e-05
0.325	0.3125	0.0002
0.325	0.3375	8e-05
0.325	0.3625	0
0.325	0.3875	4e-05
0.325	0.4125	4e-05
0.325	0.4375	0
0.325	0.4625	0
0.325	0.4875	4e-05
0.325	0.5125	0
0.325	0.5375	0
0.325	0.5625	0
0.325	0.5875	0
0.325	0.6125	0
0.325	0.6375	8e-05
0.325	0.6625	0
0.325	0.6875	0
0.325	0.7125	0
0.325	0.7375	0
0.325	0.7625	0
0.325	0.7875	0
0.325	0.8125	0
0.325	0.8375	0
0.325	0.8625	0
0.325	0.8875	0
0.325	0.9125	0
0.325	0.9375	0
0.325	0.9625	0
0.325	0.9875	0
0.325	1.0125	0
0.325	1.0375	0
0.325	1.0625	0
0.325	1.0875	0
0.325	1.1125	0
0.325	1.1375	0
0.325	1.1625	0
0.325	1.1875	0
0.325	1.2125	0
0.325	1.2375	0
0.325	1.2625	0
0.325	1.2875	0
0.325	1.3125	0
0.325	1.3375	0
0.325	1.3625	0
0.325	1.3875	0
0.325	1.4125	0
0.325	1.4375	0
0.325	1.4625	0
0.325	1.4875	0
0.325	1.5125	0
0.325	1.5375	0
0.325	1.5625	0
0.325	1.5875	0
0.325	1.6125	0
0.325	1.6375	0
0.325	1.6625	0
0.325	1.6875	0
0.325	1.7125	0
0.325	1.7375	0
0.325	1.7625	0
0.325	1.7875	0
0.325	1.8125	0
0.325	1.8375	0
0.325	1.8625	0
0.325	1.8875	0
0.325	1.9125	0
0.325	1.9375	0
0.325	1.9625	0
0.325	1.9875	0
0.325	2.0125	0
0.325	2.0375	0
0.325	2.0625	0
0.325	2.0875	0
0.325	2.1125	0
0.325	2.1375	0
0.325	2.1625	0
0.325	2.1875	0
0.325	2.2125	0
0.325	2.2375	0
0.325	2.2625	0
0.325	2.2875	0
0.325	2.3125	0
0.325	2.3375	0
0.325	2.3625	0
0.325	2.3875	0
0.325	2.4125	0
0.325	2.4375	0
0.325	2.4625	0
0.325	2.4875	0
0.375	-0.0125	0
0.375	0.0125	0.222
0.375	0.0375	0.2314
0.375	0.0625	0.22132
0.375	0.0875	0.22708
0.375	0.1125	0.2184
0.375	0.1375	0.18808
0.375	0.1625	0.17328
0.375	0.1875	0.15916
0.375	0.2125	0.14168
0.375	0.2375	0.11876
0.375	0.2625	0.04888
0.375	0.2875	0.00112
0.375	0.3125	0.00012
0.375	0.3375	0
0.375	0.3625	4e-05
0.375	0.3875	0
0.375	0.4125	0.00012
0.375	0.4375	0
0.375	0.4625	8e-05
0.375	0.4875	0
0.375	0.5125	4e-05
0.375	0.5375	0
0.375	0.5625	4e-05
0.375	0.5875	0
0.375	0.6125	0
0.375	0.6375	4e-05
0.375	0.6625	0
0.375	0.6875	0
0.375	0.7125	0
0.375	0.7375	0
0.375	0.7625	0
0.375	0.7875	0
0.375	0.8125	0
0.375	0.8375	0
0.375	0.8625	0
0.375	0.8875	0
0.375	0.9125	0
0.375	0.9375	0
0.375	0.9625	0
0.375	0.9875	0
0.375	1.0125	0
0.375	1.0375	0
0.375	1.0625	0
0.375	1.0875	0
0.375	1.1125	0
0.375	1.1375	0
0.375	1.1625	0
0.375	1.1875	0
0.375	1.2125	0
0.375	1.2375	0
0.375	1.2625	0
0.375	1.2875	0
0.375	1.3125	0
0.375	1.3375	0
0.375	1.3625	0
0.375	1.3875	0
0.375	1.4125	0
0.375	1.4375	0
0.375	1.4625	0
0.375	1.4875	0
0.375	1.5125	0
0.375	1.5375	0
0.375	1.5625	0
0.375	1.5875	0
0.375	1.6125	0
0.375	1.6375	0
0.375	1.6625	0
0.375	1.6875	0
0.375	1.7125	0
0.375	1.7375	0
0.375	1.7625	0
0.375	1.7875	0
0.375	1.8125	0
0.375	1.8375	0
0.375	1.8625	0
0.375	1.8875	0
0.375	1.9125	0
0.375	1.9375	0
0.375	1.9625	0
0.375	1.9875	0
0.375	2.0125	0
0.375	2.0375	0
0.375	2.0625	0
0.375	2.0875	0
0.375	2.1125	0
0.375	2.1375	0
0.375	2.1625	0
0.375	2.1875	0
0.375	2.2125	0
0.375	2.2375	0
0.375	2.2625	0
0.375	2.2875	0
0.375	2.3125	0
0.375	2.3375	0
0.375	2.3625	0
0.375	2.3875	0
0.375	2.4125	0
0.375	2.4375	0
0.375	2.4625	0
0.375	2.4875	0
0.425	-0.0125	0
0.425	0.0125	0.57048
0.425	0.0375	0.41284
0.425	0.0625	0.32808
0.425	0.0875	0.28448
0.425	0.1125	0.26616
0.425	0.1375	0.22548
0.425	0.1625	0.19692
0.425	0.1875	0.18156
0.425	0.2125	0.1678
0.425	0.2375	0.14188
0.425	0.2625	0.1248
0.425	0.2875	0.05
0.425	0.3125	0.00076
0.425	0.3375	0.00012
0.425	0.3625	8e-05
0.425	0.3875	4e-05
0.425	0.4125	4e-05
0.425	0.4375	0.00012
0.425	0.4625	4e-05
0.425	0.4875	4e-05
0.425	0.5125	0
0.425	0.5375	8e-05
0.425	0.5625	4e-05
0.425	0.5875	0
0.425	0.6125	0
0.425	0.6375	4e-05
0.425	0.6625	4e-05
0.425	0.6875	0
0.425	0.7125	0
0.425	0.7375	4e-05
0.425	0.7625	0
0.425	0.7875	0
0.425	0.8125	0
0.425	0.8375	0
0.425	0.8625	4e-05
0.425	0.8875	0
0.425	0.9125	0
0.425	0.9375	0
0.425	0.9625	0
0.425	0.9875	0
0.425	1.0125	0
0.425	1.0375	0
0.425	1.0625	0
0.425	1.0875	0
0.425	1.1125	0
0.425	1.1375	0
0.425	1.1625	0
0.425	1.1875	0
0.425	1.2125	0
0.425	1.2375	0
0.425	1.2625	0
0.425	1.2875	0
0.425	1.3125	0
0.425	1.3375	0
0.425	1.3625	0
0.425	1.3875	0
0.425	1.4125	0
0.425	1.4375	0
0.425	1.4625	0
0.425	1.4875	0
0.425	1.5125	0
0.425	1.5375	0
0.425	1.5625	0
0.425	1.5875	0
0.425	1.6125	0
0.425	1.6375	0
0.425	1.6625	0
0.425	1.6875	0
0.425	1.7125	0
0.425	1.7375	0
0.425	1.7625	0
0.425	1.7875	0
0.425	1.8125	0
0.425	1.8375	0
0.425	1.8625	0
0.425	1.8875	0
0.425	1.9125	0
0.425	1.9375	0
0.425	1.9625	0
0.425	1.9875	0
0.425	2.0125	0
0.425	2.0375	0
0.425	2.0625	0
0.425	2.0875	0
0.425	2.1125	0
0.425	2.1375	0
0.425	2.1625	0
0.425	2.1875	0
0.425	2.2125	0
0.425	2.2375	0
0.425	2.2625	0
0.425	2.2875	0
0.425	2.3125	0
0.425	2.3375	0
0.425	2.3625	0
0.425	2.3875	0
0.425	2.4125	0
0.425	2.4375	0
0.425	2.4625	0
0.425	2.4875	0
0.475	-0.0125	0
0.475	0.0125	0.67884
0.475	0.0375	0.61048
0.475	0.0625	0.46884
0.475	0.0875	0.35716
0.475	0.1125	0.3282
0.475	0.1375	0.2666
0.475	0.1625	0.2242
0.475	0.1875	0.204
0.475	0.2125	0.18484
0.475	0.2375	0.16788
0.475	0.2625	0.14948
0.475	0.2875	0.12668
0.475	0.3125	0.04608
0.475	0.3375	0.0022
0.475	0.3625	0.00028
0.475	0.3875	0
0.475	0.4125	0.00012
0.475	0.4375	8e-05
0.475	0.4625	0
0.475	0.4875	4e-05
0.475	0.5125	4e-05
0.475	0.5375	0
0.475	0.5625	0
0.475	0.5875	0
0.475	0.6125	0
0.475	0.6375	0
0.475	0.6625	4e-05
0.475	0.6875	0
0.475	0.7125	0
0.475	0.7375	0
0.475	0.7625	4e-05
0.475	0.7875	0
0.475	0.8125	0
0.475	0.8375	0
0.475	0.8625	0
0.475	0.8875	0
0.475	0.9125	0
0.475	0.9375	0
0.475	0.9625	0
0.475	0.9875	0
0.475	1.0125	0
0.475	1.0375	0
0.475	1.0625	0
0.475	1.0875	0
0.475	1.1125	0
0.475	1.1375	0
0.475	1.1625	0
0.475	1.1875	0
0.475	1.2125	0
0.475	1.2375	0
0.475	1.2625	0
0.475	1.2875	0
0.475	1.3125	0
0.475	1.3375	0
0.475	1.3625	0
0.475	1.3875	0
0.475	1.4125	0
0.475	1.4375	0
0.475	1.4625	0
0.475	1.4875	0
0.475	1.5125	0
0.475	1.5375	0
0.475	1.5625	0
0.475	1.5875	0
0.475	1.6125	0
0.475	1.6375	0
0.475	1.6625	0
0.475	1.6875	0
0.475	1.7125	0
0.475	1.7375	0
0.475	1.7625	0
0.475	1.7875	0
0.475	1.8125	0
0.475	1.8375	0
0.475	1.8625	0
0.475	1.8875	0
0.475	1.9125	0
0.475	1.9375	0
0.475	1.9625	0
0.475	1.9875	0
0.475	2.0125	0
0.475	2.0375	0
0.475	2.0625	0
0.475	2.0875	0
0.475	2.1125	0
0.475	2.1375	0
0.475	2.1625	0
0.475	2.1875	0
0.475	2.2125	0
0.475	2.2375	0
0.475	2.2625	0
0.475	2.2875	0
0.475	2.3125	0
0.475	2.3375	0
0.475	2.3625	0
0.475	2.3875	0
0.475	2.4125	0
0.475	2.4375	0
0.475	2.4625	0
0.475	2.4875	0
0.525	-0.0125	0
0.525	0.0125	0.71008
0.525	0.0375	0.70652
0.525	0.0625	0.63876
0.525	0.0875	0.46852
0.525	0.1125	0.39704
0.525	0.1375	0.33408
0.525	0.1625	0.26064
0.525	0.1875	0.2326
0.525	0.2125	0.21076
0.525	0.2375	0.19964
0.525	0.2625	0.17324
0.525	0.2875	0.15256
0.525	0.3125	0.12604
0.525	0.3375	0.05152
0.525	0.3625	0.0042
0.525	0.3875	4e-05
0.525	0.4125	8e-05
0.525	0.4375	4e-05
0.525	0.4625	8e-05
0.525	0.4875	4e-05
0.525	0.5125	4e-05
0.525	0.5375	4e-05
0.525	0.5625	4e-05
0.525	0.5875	0
0.525	0.6125	0.00012
0.525	0.6375	4e-05
0.525	0.6625	0
0.525	0.6875	0
0.525	0.7125	4e-05
0.525	0.7375	0
0.525	0.7625	0
0.525	0.7875	0
0.525	0.8125	0
0.525	0.8375	4e-05
0.525	0.8625	0
0.525	0.8875	0
0.525	0.9125	0
0.525	0.9375	0
0.525	0.9625	0
0.525	0.9875	0
0.525	1.0125	0
0.525	1.0375	0
0.525	1.0625	0
0.525	1.0875	0
0.525	1.1125	0
0.525	1.1375	0
0.525	1.1625	0
0.525	1.1875	0
0.525	1.2125	0
0.525	1.2375	0
0.525	1.2625	0
0.525	1.2875	0
0.525	1.3125	0
0.525	1.3375	0
0.525	1.3625	0
0.525	1.3875	0
0.525	1.4125	0
0.525	1.4375	0
0.525	1.4625	0
0.525	1.4875	0
0.525	1.5125	0
0.525	1.5375	0
0.525	1.5625	0
0.525	1.5875	0
0.525	1.6125	0
0.525	1.6375	0
0.525	1.6625	0
0.525	1.6875	0
0.525	1.7125	0
0.525	1.7375	0
0.525	1.7625	0
0.525	1.7875	0
0.525	1.8125	0
0.525	1.8375	0
0.525	1.8625	0
0.525	1.8875	0
0.525	1.9125	0
0.525	1.9375	0
0.525	1.9625	0
0.525	1.9875	0
0.525	2.0125	0
0.525	2.0375	0
0.525	2.0625	0
0.525	2.0875	0
0.525	2.1125	0
0.525	2.1375	0
0.525	2.1625	0
0.525	2.1875	0
0.525	2.2125	0
0.525	2.2375	0
0.525	2.2625	0
0.525	2.2875	0
0.525	2.3125	0
0.525	2.3375	0
0.525	2.3625	0
0.525	2.3875	0
